time,flux,tic_id,ra,dec,tmag
0.0,0.980923881930432,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.015007503751875938,0.9946102979465775,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.030015007503751877,1.011183415394575,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.04502251125562781,0.9983956178912008,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.060030015007503754,0.988601635922357,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.0750375187593797,1.0027334094228648,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.09004502251125562,1.0019435207597314,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.10505252626313157,1.020224248583368,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.12006003001500751,1.008658711028247,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.13506753376688344,1.0039005667280352,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.1500750375187594,1.0099880351758816,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.16508254127063532,0.9996860098701933,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.18009004502251125,1.0003677733461473,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.1950975487743872,1.0178029937862858,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.21010505252626313,0.9849490544660593,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.2251125562781391,1.0110750897788225,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.24012006003001501,1.000378013445162,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.25512756378189094,0.9986607990725946,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
0.27013506753376687,0.9961359386347182,TIC_1000003,322.7344177252218,-60.75528540943682,13.509392670920132
