time,flux,tic_id,ra,dec,tmag
0.0,0.9881515993952498,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.015007503751875938,1.00483143960305,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.030015007503751877,1.0096562406013134,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.04502251125562781,0.976975006068342,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.060030015007503754,1.0161336410536763,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.0750375187593797,1.0074928193964028,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.09004502251125562,1.0101258534139148,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.10505252626313157,0.9904493319375959,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.12006003001500751,1.0086229913418083,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.13506753376688344,1.0098653479006245,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.1500750375187594,0.9944219039225238,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.16508254127063532,1.008828565836302,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.18009004502251125,0.9997403089265695,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.1950975487743872,0.9950385128029389,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.21010505252626313,0.9993403698237646,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.2251125562781391,1.003078364460605,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.24012006003001501,0.9984598979677507,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.25512756378189094,0.9936578319254704,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.27013506753376687,1.0055944386033895,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.28514257128564285,1.0073512954837702,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.3001500750375188,1.00330171063319,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.3151575787893947,0.9857532881495458,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
0.33016508254127064,0.9961695670072594,TIC_1000009,289.56906408107966,-73.92248618692278,14.016453029222848
